index,Frequency
sheneenagins,2
sport,36
slick,1
empower,6
adidasfootballcollective,3
away,2
demanding,1
1967,1
trans,1
boostyourrun,9
heavy,1
dassler,2
owntheroad,1
commitment,3
step,14
boost,32
impression,1
rookie,1
treadlighter,4
unlocked,1
euro2020,1
allow,1
barrier,5
play,24
kris,1
heat,7
outperform,2
robin,1
catch,2
flight,1
everyone,6
belong,3
tap,23
smooth,1
tie,1
resource,4
wear,16
stellamccartney,8
prodigy,1
system,2
fcnotalone,1
grow,5
fifa,1
fly,4
movie,1
streaming,1
rain,1
waithe,1
song,1
arethe,1
picture,3
question,2
way,17
sustainable,2
inch,1
uefa,2
imperfect,1
cleat,3
motivate,1
support,9
inside,2
bust,1
wall,4
2023,1
string,1
nba,4
solvingproblem,1
stadium,1
repeat,2
cancer,2
meaning,2
pick,3
climachill,8
madonna,1
map,1
incredible,3
sneak,1
japanese,1
adidasrunne,6
patrick,1
ultraboostx,3
internationalyogaday,3
interior,1
making,1
stretch,1
racism,1
b37459,1
entrepreneur,2
needsnotranslation,1
already,2
unknwnt9,1
body,8
teammate,1
around,8
campaign,1
mushroom,2
neglect,1
gear,6
smash,1
ultimate,6
lindseyhoran10,1
company,2
chuck,1
dualipa,2
significant,1
fighter,1
surprise,1
hurdles,1
tommycaldwell,1
podium,2
ayana,1
belgianreddevil,1
pledge,2
rope,1
loop,16
class,6
pulseboosthd,1
makers,1
earn,2
equal,6
days,1
race,10
tailored,1
african,1
link,41
perfect,6
none,1
pst,1
greatness,4
ignite,3
everywhere,2
juraj,1
set,14
whatever,5
writer,1
historical,1
distance,1
without,8
ritaora,6
eiger,1
argentinas,1
collide,3
