,img_url,caption,n_likes_1000,n_comments,age
122,https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/177482086_306280017844841_1141759933495164386_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=49JVS1soPNQAX_7z-lj&edm=APU89FABAAAA&ccb=7-4&oh=eda1340fd7e440c9181816ec3819cd60&oe=615CB50B&_nc_sid=86f79a,"Ok @dualipa 🔥
👟: Suede Mayu
📷: @mario_sorrenti
#SheMovesUs",106k,668,5 months ago
123,https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/173098479_516117762732403_1353488975418643324_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=107&_nc_ohc=cN4i9AZx9TYAX_dkebG&edm=APU89FABAAAA&ccb=7-4&oh=a04ea892c905bef21d20af98f7f29b4e&oe=615CAB4C&_nc_sid=86f79a,"“In today’s world, great is the need, want and will to show up. It’s about standing your ground, believing in yourself and staying true to your roots. My hard work and dedication has helped me contribute to the Indian cricket culture and lead the team to the number one position in the world - making it one of the best across Test, One Day International and T20. Being great is personal. Being great is about putting in the work on good days and bad. It’s about showing up with unswerving attitude, discipline and belief.” - @virat.kohli #OnlySeeGreat",106k,2015,5 months ago
124,https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/174304970_237524484820298_7061012224568389327_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=zCp1UScRZycAX9MiGrr&edm=APU89FABAAAA&ccb=7-4&oh=b8451b4f9ab31c759d7689fa42d5f2b1&oe=615D34A1&_nc_sid=86f79a,"Size of that platform though 👀
👟: Mayze",32k,149,5 months ago
125,https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/174326100_739234216764481_9194962513325603895_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=V2ZxCehv6FQAX_t9jqY&edm=APU89FABAAAA&ccb=7-4&oh=da18a97a6b3fe340a88a9cf341099387&oe=615E0EAD&_nc_sid=86f79a,Mayze coming straight into my rotation 🔄 Available now on PUMA.com,58k,253,5 months ago
126,https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/174004817_4613720458645165_8055084875048887060_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=RO48Wfl8p9cAX_m0ye2&edm=APU89FABAAAA&ccb=7-4&oh=9855e8381cf43a012f8fc74eba9ec2a5&oe=615C4E68&_nc_sid=86f79a,"@DuaLipa ft. Mayze. Out now. 
📷: @mario_sorrenti
#SheMovesUs",109k,880,5 months ago
127,https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/171667646_314516456723982_4448963871648542867_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=SeziCg3N3EUAX89dwhr&edm=APU89FABAAAA&ccb=7-4&oh=c0ad0d850dddb565fcac5889a5ccc2be&oe=6158D8D4&_nc_sid=86f79a,#OnlySeeGreat,32k,872,5 months ago
128,https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/170638882_1028901987633612_2397967417959664668_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=100&_nc_ohc=Hw1ICu3LLXIAX-JFnFS&edm=APU89FABAAAA&ccb=7-4&oh=f25b644cf7db944ff91a9bdc46867b40&oe=615D8A0E&_nc_sid=86f79a,"The Spectra Pack.
#OnlySeeGreat",49k,273,5 months ago
129,https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/169856159_1256817628049459_4293206607521020896_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=111&_nc_ohc=1szyRoHa3L0AX8bK2Ws&edm=APU89FABAAAA&ccb=7-4&oh=104a3d322f5265893e1b312a966da849&oe=615CB242&_nc_sid=86f79a,"🔥 @neymarjr
#OnlySeeGreat",110k,569,5 months ago
130,https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/170077187_455126692471321_7429746707631589607_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=MP_xegGsI0wAX-Co2WI&edm=APU89FABAAAA&ccb=7-4&oh=eac08fa4a1087987dc9d7de3f4db40d4&oe=615CB5C1&_nc_sid=86f79a,"Should be talking about the shoe but that lighting WOW. 
👟: Mayze",65k,302,5 months ago
131,https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/169530650_841033629954231_3530915654960387370_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=Znzc5ZDIQaoAX-spm3I&edm=APU89FABAAAA&ccb=7-4&oh=5bce406f16525a2260674b4eff49f8ae&oe=615D04F9&_nc_sid=86f79a,"Big platform energy 
👟: Mayze",64k,308,5 months ago
132,https://instagram.flwo4-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/p640x640/169922644_1326917627683973_7201785498816522373_n.jpg?_nc_ht=instagram.flwo4-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=kI9Rvr-7Q5UAX8kjtBM&edm=APU89FABAAAA&ccb=7-4&oh=3c11ab77d06d08ffdf6821ea9da88cc2&oe=615DCE1F&_nc_sid=86f79a,@DuaLipa in Mayze. Shot by @mario_sorrenti. #SheMovesUs,122k,1109,5 months ago
133,https://instagram.flwo4-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/p640x640/168559536_242415707614489_6849832343264056104_n.jpg?_nc_ht=instagram.flwo4-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=Sa3Za9hi1C4AX-3jGvS&edm=APU89FABAAAA&ccb=7-4&oh=60abf6ce45053368ce5e18317533f6b3&oe=615C79F6&_nc_sid=86f79a,"Send me your best tips on keeping these clean. Need them to last through Spring and Summer. 
👟: Mirage Tech",58k,286,5 months ago
134,https://instagram.flwo4-2.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/p640x640/167211609_349283886507136_1327757946896159414_n.jpg?_nc_ht=instagram.flwo4-2.fna.fbcdn.net&_nc_cat=104&_nc_ohc=-UeHLPucCvsAX8nenD-&edm=APU89FABAAAA&ccb=7-4&oh=7cb8642860f7561ebbf89f9226ba4f2f&oe=615DFA7A&_nc_sid=86f79a,@djsnake bringing the 🔥🔥🔥 in Mirage Tech.,71k,334,5 months ago
135,https://instagram.flwo4-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/p640x640/166454145_559790644926937_3525316121232879582_n.jpg?_nc_ht=instagram.flwo4-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=P5iebTOhgOcAX8tB-EB&edm=APU89FABAAAA&ccb=7-4&oh=a68b3c4772d8308171a9a37b36bd827a&oe=615DF32B&_nc_sid=86f79a,Excuse me @cerealartist ...HOW?!,48k,171,6 months ago
136,https://instagram.flwo4-2.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/p640x640/167061963_472652397389616_5303556059562631762_n.jpg?_nc_ht=instagram.flwo4-2.fna.fbcdn.net&_nc_cat=100&_nc_ohc=u752rvlfZiwAX-qjBvq&edm=APU89FABAAAA&ccb=7-4&oh=7ba25107198d9f384b3ffb471a2edc30&oe=615CA44F&_nc_sid=86f79a,"Today we will be serving Suedes with a side of color-blocking 

👟: Suede Classix",90k,393,6 months ago
137,https://instagram.flwo4-2.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/p640x640/165677016_283881326633523_1635628642665036558_n.jpg?_nc_ht=instagram.flwo4-2.fna.fbcdn.net&_nc_cat=103&_nc_ohc=3tpU1MvW3vcAX_lSeJI&edm=APU89FABAAAA&ccb=7-4&oh=8410fffe06046d0490c6fdef73efb378&oe=615D81CE&_nc_sid=86f79a,Style tip: add that pop 👏 of 👏 color 👏. Suede Mono available on PUMA.com,42k,145,6 months ago
138,https://instagram.flwo4-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/p640x640/166200882_129711632494346_1020856988326132536_n.jpg?_nc_ht=instagram.flwo4-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=jB2WpwneY5gAX_UhFwB&edm=APU89FABAAAA&ccb=7-4&oh=6c687268f0ed8ff18da11bc20074175c&oe=615CD614&_nc_sid=86f79a,It’s #SUEDESUNDAY not #suedesunday,99k,277,6 months ago
139,https://instagram.flwo4-2.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/p640x640/165276291_271639674515864_1249662314662438986_n.jpg?_nc_ht=instagram.flwo4-2.fna.fbcdn.net&_nc_cat=108&_nc_ohc=Scda2OVvxhsAX9mQPFS&edm=APU89FABAAAA&ccb=7-4&oh=9d34899a09addff4ca3deb8f0d0a0a0d&oe=615C90E2&_nc_sid=86f79a,"Mon Amour 
👟: Suede",140k,457,6 months ago
140,https://instagram.flwo4-2.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/p640x640/164734448_2874316139499560_593718434198351535_n.jpg?_nc_ht=instagram.flwo4-2.fna.fbcdn.net&_nc_cat=108&_nc_ohc=TOlExl4zxnsAX_bdHqv&edm=APU89FABAAAA&ccb=7-4&oh=e09f000ed22facaee70ed93385fc75cd&oe=615D7BAE&_nc_sid=86f79a,Only the real ones know #ForAllTime,65k,320,6 months ago
141,https://instagram.flwo4-2.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/p640x640/164296439_2941218199532332_6055657802949742610_n.jpg?_nc_ht=instagram.flwo4-2.fna.fbcdn.net&_nc_cat=104&_nc_ohc=okbYbiHGKzoAX-n1Q8U&edm=APU89FABAAAA&ccb=7-4&oh=b80396b56dc9e1b862852e3b439df295&oe=615C6ED6&_nc_sid=86f79a,"1, 2, 3 or 4? Comment your fave 👇. PUMA x @kidsuper available on PUMA.com",37k,589,6 months ago
142,https://instagram.flwo4-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/p640x640/163654967_534479440849994_6104032005985452782_n.jpg?_nc_ht=instagram.flwo4-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=KwspUVeacuYAX8qOZYx&edm=APU89FABAAAA&ccb=7-4&oh=100b573834895a64ca9a71b0bad19f4d&oe=6158F243&_nc_sid=86f79a,Ok these moves 🔥 PUMA x @kidsuper,15k,140,6 months ago
143,https://instagram.flwo4-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/p640x640/162923979_452151422772625_4119363138737304224_n.jpg?_nc_ht=instagram.flwo4-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=rhDVBIuNhb8AX8honSi&edm=APU89FABAAAA&ccb=7-4&oh=01bbd23c2dfa7190deb47ab932eba906&oe=615CDBE8&_nc_sid=86f79a,Exhale Collection. Designed by @caradelevingne. Made for a more mindful place. Available now on PUMA.com #SheMovesUs,46k,201,6 months ago
144,https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/162167619_1391992664499524_7339833164401413693_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=108&_nc_ohc=l9_1_hG-rAEAX9dyYn_&edm=APU89FABAAAA&ccb=7-4&oh=06732d49b88217fc48ebc5f59f0c787b&oe=615C8D4C&_nc_sid=86f79a,Add some Creativity to your game 🔮 Future Z available now.,115k,379,6 months ago
145,https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/162097906_737196110308600_9191979346435926666_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=104&_nc_ohc=2Q1lDsUtalQAX-s_PLS&edm=APU89FABAAAA&ccb=7-4&oh=f3c3735fa4c6fb38cf4c4db278c9f047&oe=615D223C&_nc_sid=86f79a,👑 of Creativity @neymarjr. Future Z Creativity pack out now.,119k,459,6 months ago
146,https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/160345132_804271196830490_9053767594074924413_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=j3rsQ9f_2LcAX9GDcdX&edm=APU89FABAAAA&ccb=7-4&oh=2efae07a92665a084abee463e82aa92b&oe=615D60C3&_nc_sid=86f79a,Time to start thinking about that Spring rotation. Mirage Tech available now.,32k,198,6 months ago
147,https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/160454036_447887266419208_6758922482159195001_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=104&_nc_ohc=zudqmtMUPtIAX-f7UMZ&edm=APU89FABAAAA&ccb=7-4&oh=bd69093e86cc3f98b171cffeddb284cf&oe=615D7342&_nc_sid=86f79a,🔥 @djsnake x Mirage Tech,44k,168,6 months ago
148,https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/160817287_448280903083951_69188402261206700_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=107&_nc_ohc=kpZkpZqA3FcAX_u3pAB&edm=APU89FABAAAA&ccb=7-4&oh=c23854002a14edf2987c83b3cb2472ac&oe=615CCE27&_nc_sid=86f79a,"BEST POP VOCAL ALBUM 🏆 
@dualipa #SheMovesUs",64k,1047,6 months ago
149,https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/160592051_149984720318767_4801906067018686270_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=107&_nc_ohc=KIFQ0U5YjKIAX9AmfkU&edm=APU89FABAAAA&ccb=7-4&oh=87a26ebe3794d0e1f8455f46c07ac88e&oe=615D023B&_nc_sid=86f79a,Sunday Dreamers ☁️,47k,128,6 months ago
150,https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/160350901_794662961123679_4082244332969335491_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=qgtK7zptOjwAX9ppl_D&edm=APU89FABAAAA&ccb=7-4&oh=76a6f8f8cf180a89f57b42c5b32d9d44&oe=615DEC4E&_nc_sid=86f79a,Dreamers everywhere. RS-Dreamer OGs available now.,30k,98,6 months ago
151,https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/159278920_348821373080310_8666138698243849686_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=Gy0hW6mNfGAAX8PPY7Z&edm=APU89FABAAAA&ccb=7-4&oh=e75976458923320f1c608323220d952a&oe=615D913F&_nc_sid=86f79a,Fresh out the box. RS-Dreamer OGs available now.,80k,191,6 months ago
152,https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/158766302_270514594447871_538430457869896677_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=111&_nc_ohc=KqPvi5NgyyMAX8Ri8rw&edm=APU89FABAAAA&ccb=7-4&oh=d1ef728c0100ac60a5d3d47a8f08ee68&oe=615D1A10&_nc_sid=86f79a,@realcoleworld’s RS-Dreamer OGs are back 👀,54k,143,6 months ago
153,https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/159638215_885922568871374_7870334550013180580_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=b21DcN3X0bwAX-6QDUg&edm=APU89FABAAAA&ccb=7-4&oh=f09eb0a38fb81010a47945883f31ac83&oe=615D37F2&_nc_sid=86f79a,Five “sports” bras. All upcycled. All being raffled to support @women_win to advance girls’ rights through sport. Head to upcycling artist @nicolemclaughlin’s IG to enter. #SheMovesUs,120k,1098,6 months ago
154,https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/e35/158056532_467409481118817_9044445567953792649_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=109&_nc_ohc=pX6Kk-lGVgcAX8uKzQg&edm=APU89FABAAAA&ccb=7-4&oh=dae358f745b874fd7a296f4d1f75dbf9&oe=6158D33F&_nc_sid=86f79a,💜 @takkies7 @caradelevingne #SheMovesUs,15k,108,6 months ago
155,https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/158077664_982250028981624_4913881098794078984_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=100&_nc_ohc=ltOBek15EioAX8rVMsh&edm=APU89FABAAAA&ccb=7-4&oh=624f11d934f108af0280bdc1b27b93eb&oe=615DD475&_nc_sid=86f79a,@brysondechambeau powers his way to his first championship of 2021. Congrats BAD.,18k,65,6 months ago
156,https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/157193724_759583148029613_400053252507695941_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=4F21dcxqfzcAX9E5FsC&edm=APU89FABAAAA&ccb=7-4&oh=6d3c7b6a3b3901f59071a19a3cf363ec&oe=615C830F&_nc_sid=86f79a,&quot;Add to cart&quot;,111k,426,6 months ago
157,https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/156979725_162570615679800_685141066953784420_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=100&_nc_ohc=C74kzYJZkNsAX9EgFzr&edm=APU89FABAAAA&ccb=7-4&oh=25541965d856ed3541647c81ac2b7c40&oe=6158DA90&_nc_sid=86f79a,"Sent @nicolemclaughlin a load of sample goalkeeper gloves and asked her to do her thing. The creativity 🔥 Welcome to the #PUMAFam, Nicole 🐾 #SheMovesUs",61k,366,6 months ago
158,https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/157177335_1297243644009968_437232694862454561_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=108&_nc_ohc=fOcjxm4DkbIAX_r8Obg&edm=APU89FABAAAA&ccb=7-4&oh=9938883c2cdc865fe4a08eeb9b2e31c1&oe=615CC257&_nc_sid=86f79a,Dont want to alarm anyone but can confirm I dropped a massive PB in my first run wearing the Deviate Nitro. #RunPUMA,43k,119,6 months ago
159,https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/155880518_210353407447452_669750569650944457_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=100&_nc_ohc=dyaNSJVFnGUAX-_wSB4&edm=APU89FABAAAA&ccb=7-4&oh=44108b755872c802bc498f4cf44ab9e9&oe=615DCD76&_nc_sid=86f79a,Deviate Nitro just dropped. @PUMARunning just came off private. 👀 #RunPUMA,42k,124,6 months ago
160,https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/156292830_1709727479198152_8994433446596374611_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=104&_nc_ohc=QFuh1hgpF2UAX_XzxBL&edm=APU89FABAAAA&ccb=7-4&oh=3a1b05ddb9a9116a8f7f192d00193fa1&oe=615DEC5A&_nc_sid=86f79a,"Did it for the @Strava Kudos. @pumarunning coming off private tomorrow 👀
📷: @z_ramsden",32k,118,6 months ago
161,https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/155095893_224714469341347_3406291682041586745_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=107&_nc_ohc=uWSUYqAmmZ8AX9dUi8w&edm=APU89FABAAAA&ccb=7-4&oh=9a5c50b6df2e2b1bd4cf4fb4f2acacc3&oe=615880A1&_nc_sid=86f79a,Our family ❤️ #SheMovesUs,19k,1304,7 months ago
162,https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/153592423_421007235795316_8499608940024106225_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=104&_nc_ohc=46iDPHMYwn8AX9Uaes0&edm=APU89FABAAAA&ccb=7-4&oh=2eaee9895fc143417df1ca8c7f8282bc&oe=615DFBC6&_nc_sid=86f79a,🔥 @djsnake in Mirage Tech,52k,239,7 months ago
163,https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/152124089_993661294703170_710552626796262585_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=110&_nc_ohc=Qp1N3n4u5cgAX_GkTJD&edm=APU89FABAAAA&ccb=7-4&oh=53387461aa806f5fdd32c2d0c419a612&oe=615E1850&_nc_sid=86f79a,Dont call it a comeback. Mirage Tech just dropped on PUMA.com,60k,230,7 months ago
164,https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/152116384_763766540922231_1048994159779144034_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=SKV3p7youGAAX-1X1Ck&edm=APU89FABAAAA&ccb=7-4&oh=7d935a1851ccdf845bada33a9a3716b0&oe=6158CE04&_nc_sid=86f79a,Welcome to the Suede Museum. 🚫📷,24k,156,7 months ago
165,https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/152226306_433465507925318_2807495852757225595_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=nljpJ8cTPJYAX_KgsSu&edm=APU89FABAAAA&ccb=7-4&oh=b0a629e24c44d0bee35d4a8cd53c8060&oe=615CE227&_nc_sid=86f79a,Suede been a classic for a real long time.,68k,321,7 months ago
166,https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/151203512_252000759723841_3039348260244394475_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=0sbXZ7UwyKYAX-iX3qL&edm=APU89FABAAAA&ccb=7-4&oh=9bfebc1dce1f6e990c3d6ff1465d1fb8&oe=615C9296&_nc_sid=86f79a,"I wish we sold the anklet too. 
Cruise Rider available now on PUMA.com",62k,276,7 months ago
167,https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/151785119_266780121491287_2792196342316623511_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=107&_nc_ohc=D9TEFl75TIkAX8N4cve&edm=APU89FABAAAA&ccb=7-4&oh=52d4af04bb424e4612d900c92d6e67fd&oe=615CEF6F&_nc_sid=86f79a,"Not supposed to have a favorite pair, but...
Cruise Rider available now on PUMA.com
📷: @ocegnr",63k,271,7 months ago
168,https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/151785119_266780121491287_2792196342316623511_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=107&_nc_ohc=D9TEFl75TIkAX8N4cve&edm=APU89FABAAAA&ccb=7-4&oh=52d4af04bb424e4612d900c92d6e67fd&oe=615CEF6F&_nc_sid=86f79a,"Not supposed to have a favorite pair, but...
Cruise Rider available now on PUMA.com
📷: @ocegnr",63k,271,7 months ago
169,https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/150715375_145051334127796_5459318827101120636_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=104&_nc_ohc=XTIpfJDN2-oAX-ORNk4&edm=APU89FABAAAA&ccb=7-4&oh=ed1912686f8c42e26f375af12ccc49e9&oe=615D4044&_nc_sid=86f79a,"Welcome to the #PUMAFam, @DJSnake 🐾",47k,367,7 months ago
170,https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/150810002_126936692656020_7309897814196080142_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=100&_nc_ohc=qACure66h8QAX-dYHjh&edm=APU89FABAAAA&ccb=7-4&oh=13cb7fe924faf5490aa7bc901eae93ee&oe=615C9346&_nc_sid=86f79a,"&quot;This collection means a lot to me. Its the most eco-conscious collection Ive ever done&quot; - @caradelevingne
Caras Exhale Collection drops today on PUMA.com",47k,172,7 months ago
171,https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/e35/150182266_814006519330012_6895633846131340933_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=104&_nc_ohc=J7IAlQIKKxUAX962vI9&edm=APU89FABAAAA&ccb=7-4&oh=bc5318bbed7ae8c414d8ee4486e34a9f&oe=6158B460&_nc_sid=86f79a,"A special Valentine’s Day yoga session with Cara, Colin and the brand new Exhale Collection ❤️",8k,123,7 months ago
172,https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/149003071_114294137313889_8716527755522729425_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=UxD8Zww0Q4wAX8ds_At&edm=APU89FABAAAA&ccb=7-4&oh=fa1100e4f35c28838a0329622668a4e4&oe=615E2CF3&_nc_sid=86f79a,Chilling ❄️ New @HellyHansen collab just dropped on PUMA.com,33k,68,7 months ago
173,https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/149258153_271712627720859_2721979850481067461_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=EUm3xqqaqdoAX8F9vZW&edm=APU89FABAAAA&ccb=7-4&oh=beb239dd0fa922d400cc0e43bf9564c5&oe=615CCFF5&_nc_sid=86f79a,"Winter &gt; summer. The debate is over. PUMA x @HellyHansen available on PUMA.com
📷: @cbrickley603",58k,135,7 months ago
174,https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/e15/148580191_1113814092397589_1953701258822733614_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=hoCKpnP3YM8AX-hQPEi&edm=APU89FABAAAA&ccb=7-4&oh=1f9d8d4413cc0f8df477baaea9377d37&oe=6158DDAD&_nc_sid=86f79a,WORK SG 🙌 @selenagomez,92k,821,7 months ago
175,https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/148027091_471498217590504_7011166079777980463_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=100&_nc_ohc=fEzhVi82wC8AX-LR65O&edm=APU89FABAAAA&ccb=7-4&oh=6274386f66fa7915a86af36a3de8f0ac&oe=615CF85B&_nc_sid=86f79a,"“Your Uber has arrived” 
@SelenaGomez x Cali Star Metallic 🔥",155k,753,7 months ago
176,https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/148084637_102422335149158_7574994757179689970_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=C3HupJOWvqgAX9zRm34&edm=APU89FABAAAA&ccb=7-4&oh=ea08cefbb5103aeee0449677963ae411&oe=61589B32&_nc_sid=86f79a,What y’all know bout that Grizi shuffle?🕺😂 @antogriezmann,24k,133,7 months ago
177,https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/146394254_2245691388895054_2823427515471889746_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=110&_nc_ohc=QSVRTIy4iusAX_-p1BT&edm=APU89FABAAAA&ccb=7-4&oh=aeeb8e862581fde9adadc1e1dc064755&oe=615D753F&_nc_sid=86f79a,"Pup’s got good taste.
🐶: @chunky.nala",140k,590,7 months ago
