,product_name,product_review,user_rating
1659,Black Tuesday,"2018 bottle thanks to the generosity of @2beerdogs, opened in honour of my Opa Jan.  Pour is actually thinner/lighter than I'd expected, though once it gathers in the glass it does gain some more of that menace. But ultimately it's closer to a cola/dark syrup/dark chestnut brown than it is a molasses black. Not much head at all: nothing more than a drifting of bubbles around the edge. No lacing to speak of.  Nose brings less alcohol heat than I'd feared. Sweet bourbon vanilla and oak. Some caramel. Honestly just not as strong as I'd expected overall. More pleasant and mellow and sweet.  Flavour again belies the behemoth that lurks in these waters. 19.2% on the label, but I could be convinced of significantly less than that. Maybe not half, but closer to that than actuality. While I do get some heat, especially as I work my way through the glass, the prominent flavours are more the rest of the barrel, much like the nose. Vanilla, oak, caramel, maybe a hint of sweet sweet chocolate, maybe riesen-like toffee... This is decadent and rich without really being luxuriant.  Smoothe and while it's thin (unsurprising given the alcohol and that), it is not conspicuously so. Again, this is a masterclass in taking an overbearing characteristic and folding it in to subtly be simply a presence. That may sound like damning with faint praise, but I absolutely do not mean it as such. Dangerously easy to drink for the near-liqeuer level abv. Thank you Derek for supplying me with this delicious inebriant!",4.26
1660,Black Tuesday,"Pours slick black with a thin mocha colored head settles quickly to a thin ring.  Aroma - Bourbon dark fruit, chocolate and vanilla.  Taste - Lots of chocolate, bourbon soaked raisins, oak and vanilla.  Feel - Surprisingly smooth lots of heat and burn from the alcohol but pretty easy drinking  Overall - Big boozy stout slick really tasty and easy drinking.",4.53
1661,Black Tuesday,"L: More dark brown than the expected blackness, and head is paltry thin with little retention. Some lacing.  S: Rich bourbon and vanilla. Notes of dates and marshmallow, still a touch muted, less than rich, and underwhelming.  T: Again with figgy bourbon flavors and sweet malt, definite soy sauce and booze still a bit rough after aging this one 3.5 years! Cherry tartness. Drenched in syrupy sweetness.  F: It’s a big beer so some heat is expected still and the carbonation is decent, but it is quite thinner than expected.  O: Aged 3.5 years to be drinkable still starts hot when chilled, nice tartness but a bit boozy and sweet! So many better big stouts. Not up to this hype.",4.02
1662,Black Tuesday,2016 release consumed 5.1.18. Amazing express of the style. Drinks soft and smooth for 20% abv. More like an old ale look but drinks like a stout. Heavy booze and chocolate.,4.43
1663,Black Tuesday,"Huge beer! 2014 version. Pours jet black with minimal head. Aroma is lots of raisin and dates, caramel and bourbon. Hides ridiculous high abv very well. Only a slight hint of booziness. Lots of dark fruits, caramel, molasses, almost a little cherry, cocoa. Awesome, complex huge beer.",4.74
1664,Black Tuesday,"2017 bottle. Pours dark brown/black with a thin tan head on a heavy pour. Smells of bourbon, roasty, chocolate, vanilla. Taste is roasty malt, chocolate, bourbon, vanilla. Full bodied, good carb level. Overall an excellent one that I'm glad I finally got to try. Alcohol was present but not like I would expect in a near 20%ABV beer.",4.59
1665,Black Tuesday,"Pours an inky black with glimmers of brown cola, scant head but surprising carbonation. Aroma is bursting with dark cacao supported by bourbon caramel, espresso, oak & anise.  Not surprisingly, the barrel characteristics really dominate the palate - tons of boozey caramel & vanilla upfront, some fudge bark & burnt chocolate after that. On the backend there is definitely a sharp anise / black licorice flavor that helps counter some of that sweetness. Finishes with more bourbon heat & bitter anise.  Thought it was a little bit thin, and a tad too hot on the booze (but I mean, for a 19% beer whadda ya expect?) but I liked that it wasn’t just a sweet bomb and had some earthier notes.",4.62
1666,Society & Solitude #4,"Pours a very pretty and bright pale with the slights shades of orange/gold. It is very cloudy but it is not murky, it looks so in the picture but the edges have a slight clarity to them. Perfectly white creamy looking head, some generous lacing with almost every sip.  The smell is so so lively, like bursting out of the glass. Super pungent peach, citrus, also hints of tropical fruits.  The taste follows the nose mainly in the same peachy citrus I first got from the nose. There’s also a nice grassiness that I didn’t pick up on in the nose along with the slightest touch of herbal green flowers.  This beer has a medium body but it is such a soft and pleasant beer to drink. Semi dry finish with a medium bitterness that goes down so smooth and clean.",4.41
1667,Society & Solitude #4,"L: A hazy pale yellow with a creamy white head on top. Good lacing.  S: Bright citrus zest, passion fruit, mango, and pine with a stonefruit character from the yeast.  T: Moderate bitterness up front, moves into huge citrus and tropical fruit flavors of grapefruit, mango, passionfruit, and peach. The malt is more in the background but provides a nice breadiness.  F: Dry, crisp despite the low carb. Near perfection.  Overall: A delicous and well balanced NEIPA. Galaxy and Citra hops seem to pair very well together. I would recommend this beer to anyone that loves a tropical fruit dominant hop character.",4.57
1668,Society & Solitude #4,"Canned on 01/28/20. Poured into a Samuel Adams Perfect Pint. Thanks for trying Bethany — purchased on a February road trip by my friend but delivery shattered by COVID-19 lockdown.  A: Hazy glowing golden with 2-3 finger off-white, stick, frothy head with good retention and drapes of lacing.  S: Despite the age the aroma is still pretty strong, not I can smell it from 5 feet away strong but structured with pineapple, guava, passionfruit, and dank herbal undertone.  T: Still very hoppy but probably a shadow of itself and still very enjoyable. Pineapple, passionfruit, lemongrass, ruby grapefruit, and tangerine come through strongest with more dank, herbal, grassy character in the finish. Moderately bitter with fruity yeast esters.  M: Soft throughout with high drinkability (gulpability) with soft carbonation but fairly dry finish for the NEIPA style.  O: While I wish I had it fresher, it wasn’t to be but still tastes great and will look forward to another chance in the near future! Thanks Bethany and Christian!",4.31
1669,Society & Solitude #4,"What complexity! On the dryer side, despite the rich tropical elements. In a sense, more restrained, but so tightly woven! Packed with flavors and layers that listing them would be silly. Just an incredible beer with perfect craftsmanship.",4.84
1670,Society & Solitude #4,"So it is a gloomy Friday approaching evening and thanks to Shayne Duggan I am drinking one of if not the finest breweries in the country. Pours a very hazy yellow orange with a finger sticky white head that yields excellent retention and leaves massive streaks of lace behind after every sip, canned on 11/11/19. 4.75  Smell is papaya, tangerine, mango, apricot, cantaloupe, blueberry, pineapple, and pink grapefruit rind. 4.75  Taste follows massive tropical fruit papaya, tangerine, mango, cantaloupe, pineapple, upfront with blueberry, apricot, and grapefruit shining in the lip smacking finish, really balanced and juicy as heck! 5  Mouthfeel is is big, sticky not dry, soft gentle carbonation, and at 8% ABV extremely drinkable but loaded with flavor. 5  Overall this is exactly what you expect from these amazing brewers and especially with Citra and Galaxy hops. Really special. 4.5",4.88
1671,Society & Solitude #4,"On tap at Arts and Craft Beer Parlor, NYC. The color is redolent of freshly squeezed orange juice. Turbid in appearance with a layer of chill haze. No significant head, rather, minimal scattered bubbles on the surface, yet, there is lots of lacing throughout. Intense hops driven aroma that highlights a varied bouquet of fruit and pungent herbal hops. In the 1st phase, there are notes of oranges, grapefruit, pear, and papaya. A light cracker malt aroma throughout. In the 2nd phase, herbaceous and dank notes of pine resin and grass. The taste opens with a soft graham cracker malt sweetness accompanied by juicy notes of alcohol laced tropical, citrus and orchard fruit. Fruity and delicious flavors of grapefruit, orange, papaya, mango, peach and pear throughout. In the middle palate, a developing bitterness adds balance, along with notes of grass, pine resin and herbal dank. Furthermore, although juicy, the palate has dryness. Throughout the drink, the bitterness increases, as does the alcohol spice, to its credit, without booziness. Medium to full bodied, gently carbonated and with a smooth mouthfeel, due perhaps to the addition of wheat and oats. The finish is dry and resiny with a lingering bitterness. This is one of those beers in which the taste lingers in both the mouth and in the memory. I really hope to have it again sometime because it was wonderful.",4.65
1672,Society & Solitude #4,"""Best consumed by 8/26/16""; drank 8/26/16 (!) @ Harvest Hop Haus.  Opaque orange/yellow appearance.  Nice bright white head; frothy lace.  Peach, orange citrus & pineapple notes in the nose.  Medium mouthfeel.  Pineapple juice, peach & fresh spring water flavors up front; tangy mango & dry grass notes on the finish.  Perhaps the perfect expression of the NE IPA style. Bravo!",4.5
1673,Society & Solitude #4,"12 oz can from egrandfield 8/5/19  L : JUICE. Pure juice. Tons of acidic head clinging on in ropes beautifully. The glass looks like we're taking a ride through a car wash!  S : Peach pit. Slight dank socks. Amazing dank wet grass. Slight hash pipe. Wow, wow, wow.  T : At first, it didn't catch me much. That first sip yields a lot of wet grass and dry grass alike, with some pine and socks, but hold it...hold it...the finish...the finish brings ALL of the flavors forth. Once it's swallowed, the beer completely coats the palate and brings the most amazing papaya-mango-orange juice blast that sits, and sits, and settles on the palate. Incredible, guys.  F : Juicy, acidic, slightly resinous but not overly so, more acid, juice, resin, it continues....resiny finish. Moderate carb, moderate alcohol warmth - just enough to warm you up.  O : Was not disappointed in the least. Very, very good stuff, and I can't wait to procure more of what these guys have done. Very well done. A+",4.67
1674,Society & Solitude #4,"Society & Solitude #4 pours a thick, hazy and golden pear juice looking yellow with a big 2-finger, white and complex head, with excellent retention and lacing. The smell is juicy with a big, clean and bright citrus presence, like a tall glass of orange juice and tangerine with a hint of mango and a mild candied sweetness. The taste is excellent! Nice and smooth over the palette with a balanced citrus flavor with a mild creaminess but not overly thick. Juicy orange up front with some berry, a sweet candied melon and a grassy yet subtle dank characteristic.",4.55
1675,Society & Solitude #4,"Pours two finger head from freshly canned 12oz vessel into wine glass. Very sweet and melon-tasting with a Cabot cheese smell. Good for the first half then became too sweet. Better from the can imo. Very good, but needs to be pretty cold to enjoy it without it becoming too sweet.",4.48
1676,Society & Solitude #4,"Look: This beer pours an opaque, hazy, golden yellow white grapefruit juice color. It does not have that murky, pond water unattractiveness that comes along with some NEIPA. No visible carbonation. A fluffy white head that sits a finger high in my stemmed wine glass, settling down to a thin layer across the top while leaving a thick blanket of lacing in its wake.  Smell: Meaty and cheesy upon first whiff, with some green, dank, grassy and even skunky notes. As the beer sits for a few minutes the tropical juice notes really come out, including mango, one of my favorite IPA aromas described as crushed sweet tart candy. Orange citrus. There is a sweet bready malt aroma.  Taste: Up front orange citrus, followed by tons of berry including blueberry and strawberry. Sweet, bready malt flavor. The beer pleasantly bitters out mid-palate, with lingering notes of fresh cut grass, grapefruit juice and a pithy dryness.  Mouthfeel: Moderate level of carbonation. Super smooth and creamy.  Overall: It’s been a while since I’ve had a Hill Farmstead IPA and this is freaking fantastic. I love the creamy, candy and tropical fruit juicyness up front balanced out by the grassy, pithy and dry bitterness on the finish. Tons of berry flavor which was unexpected and thoroughly enjoyed. Complex and multi-layered flavor profile. A highly enjoyable drinking experience.",4.52
1677,Society & Solitude #4,Fresh cans picked up at HFB...2 day’s old. Had one immediately. Then sipped on remainder of 4 pack overtime. Never out of ice or refrigeration. Remarkably has lost nothing over time. Classic. Touches of dank that meld perfectly in this super juicey NEDIPA. Hazy yellow and gold with no murkiness or yeast in body. Soft pillowy white head that sustains throughout drinking; and leaves lacing. Superb creamy mouth feel. For me it’s just about the perfect NEIPA.,5.0
1678,Society & Solitude #4,"Pouring this beer from a 12 oz. can into a snulip glass, this beer pours out like a thick sunny d; bright orange. It forms a pinky width of white, creamy crown that leaves slight lacing.  Before even putting my nose to the glass, I smell juice. It’s a really delightful, clean juice. A lot like sunny d itself. Clean and bright citrus presence; like orange juice, tangerine.  The taste follows suit well. This thing is a little one dimensional with the citrus juice, but it’s so good at what it does, that you can’t fault it for it. Sunny d just keeps coming to mind. So clean.  The mouthfeel has a slight and balanced citrus tang to it. It’s soft, somewhat creamy; but not a hugely thick creamy and clean all the way through. No burn, just smooth clean ness.  Overall, man I see why this thing is a legend. As previously stated, it’s a little one dimensional, but that one dimensional is awesome. And every aspect of it is screaming clean, from the front to the back, the looks to the feel. This thing is hotter than my first pistol that I bought in the hood when I was 15.",4.64
1679,Society & Solitude #4,"Solid double IPA. A bit bitter on the aftertaste for my own personal liking, but the taste is unique given the hop mix and profile. Overall beautiful color.",4.43
1680,Society & Solitude #4,"2/11/19 canning date  A: Pours a completely opaque pale orange. Tall, tall frothy off-white foamy head. Excellent lacing and head retention.  S: Very tropical and citrusy. Mango galore along with orange and peach.  T: Very juicy and tropical up front. Mango and peach for sure. Doughy malt is quite nice to boot. Very little bitterness till the finish and aftertaste.  M: Medium bodied and soft.  O: Really nice NE style IPA. Soft body, juicy flavors and good balance.",4.42
1681,Society & Solitude #4,"I received this from @jhavs. Canned on 10/22/2018. Poured into Spiegelau IPA glass. It has a classic NEIPA appearance: turbid, muddy-golden in color with a large foamy bright white cap and abundant, thick, lacing. The nose features lemon, tangerine, grapefruit, peach, a whiff of vanilla, and light floral hops. Wow, is this delicious! It opens rather tart with lots of lemon and grapefruit notes, balanced by sweet tangerine and other hints of tropical fruit. At the finish of the sip there is a subtle but noticeable appearance of vanilla that becomes more apparent as the glass warms and gives it a creamsicle quality. The bill of Citra and Galaxy hops is very flavorful and only slightly bitter. It finishes with a touch of pepper. The mouth feel is superb: rich and creamy with a perfect level of carbonation, and the 8% ABV provides lots of substance. Overall, I'm believing the hype. S&S #4 is sensational!",4.57
1682,Society & Solitude #4,"Canned 19 days ago.  L — Pours a wonderfully enticing pale orange haze with two fingers of dense white head produced with moderately gentle pour. Fabulous retention and lacing, this looks a lot like Green. Everything HF makes is just so… elegant… S — Orange, clementine, tangerine, green tea, jasmine, white peach, new sneaker, light diesel T — Green mango, unripe pineapple, dried apricot, orange pith, white bready malt, creamsicle, faint bubblegum F — Soft and creamy. Medium mouthfeel, medium- carb. Very restrained and gentle bitterness for the ABV O — One of the best DIPAs I’ve had, and quite possibly my favorite thus far from Hill Farmstead. Shares a lot in common with Green, which has a somewhat similar hop profile. Very reasonable price @18/6-pack of 12oz cans  94/100",4.67
1683,Society & Solitude #4,A-Pours a hazy orange amber color with a nice head and lacing A-Aroma has abundant tropical fruit and floral hints T-The taste follows the nose with generous amounts of tropical fruit and floral flavors M-A medium bodied well carbonated beer O-A very well balanced beer,4.62
1684,Society & Solitude #4,"200% opaque dark orange mango and carrot puree with a tall off-white foam that settles to a frothy film and a lumpy collar leaving coral lace.  Smell is spicy and peppery cannabis, even resiny at times, blending into orange and pineapple smoothie and Smarties.  Taste is tangy and spicy cannabic pine, toasty salted cracker, and lemony mango.  Crisp up front filling to softly frothy, the body is medium and finishes cotton dry.",4.03
1685,Society & Solitude #4,"Cloudy yellow with two fingers of creamy, off-white head. The head sticks around for a good while and leaves heavy lacing.  Creamy orange aroma — like an Orange Julius made with tangerines and clementines.  There’s an explosion of citrus medley up front in the taste, with clementine, tangerine, orange, lime that again includes some creaminess and light sweetness, but that’s cut by a pithy, grassy finish. There’s a slight mineral water / soda water element to it as well that prevents the fruits from being over the top.  Medium bodied and smooth feel with just enough carbonation.  Really excellent beer. 10/22/18 canned on date.",4.3
1686,Society & Solitude #4,"The beer pours a hazy yellow with a big fluffy white head. It has low carbonation. The beer smells of pineapple, melon, kumquat, and tangerine. It tastes of pineapple, lemon, tangerine, and melon. The feel is light, and smooth. A nice ipa from Hill Farmstead.",4.64
1687,Society & Solitude #4,"06/2014 - Massive pine, some tropical fruit, grassy aromas; flavorful, clean, bitter, sharp hoppiness all over the palate; light bitterness, with some more tropical fruit on the finish.",4.44
1688,Society & Solitude #4,From growler (under 2 weeks). Bright yellow-orange completely opaque/hazy appearance with a good bit of frothy foam and carbonation upon aggressive pour. Very citrus and tropical aromaticity. Loads of citrus fruit flavors. Sweeter taste. Creamy mouthfeel and little bit of a different finish than your typical NE IPA (different from Tree House and Trillium). Hard to describe but it works well and balances the citrus fruitiness.,4.52
1689,Society & Solitude #4,"Poured from a 12 ounce can into a wine glass. 4.25/4/4.5/4/4.25 Pours a muddy light yellow with aggressive lacing. Smells underwhelming. Citrus peel, orange juice, light hops. Tastes great! Really thick and complex flavors. The initial impression is NEIPA, with murky fruits, bitterish-pleasant hops, and a light dryness. The endtaste though is loaded with spices, with spicy, almost savory notes. Robust, beefy, and compelling, I keep coming back for more. Overall, a wonderful IPA that may not be particularly memorable, but damn sure is tasty! recommended.",4.23
1690,Society & Solitude #4,"First IPA from HF. Absolutely fantastic beer. Super juicy but there is a great balance of bitterness. It pours super, orange-yellow with lots of lacing. It’s creamy and delicious. Almost impossible to tell this is a double. One of the best IPAs I’ve had this year",4.65
1691,Green,"16 ounce can in a nonic pint glass. 34 days young since canned.  The pour yields a murky unattractive golden orange colored liquid with a 1F fluffy white cap. Good retention and ample soapy lacing.  Citrus bomb to start followed with tropical aroma and orange related citrus. Sweet tobacco background.  Pineapple juice and orange juice flavor mixture. There’s some biscuit background malt.  Smooth feel, slightly creamy. More juice than beer.  The aroma and flavors are there. Unfortunately, so is it’s extreme juice quality. Enjoyable for what it is.",3.92
1692,Green,"Hazy peachy appearance. Smell of pineapple and tropical. Creamy, fuzzy, pleasant balance with hints of sweet and dank. It’s just delicious and a real treat. I think I will have another!",4.5
1693,Green,L: pours a gorgeous vibrant orange. S: slams you in the face with tropical fruit and a bit of dankness. T: taste is surprisingly and pleasantly Hoppy. Bod time Tropical fruit and citrus. Finishes dank and hoppy F: almost perfect O: this beer is well worth its reputation. It is truly world class,4.68
1694,Green,Pours a nice hazy orange. Nose is very dank and pungent. Has huge carbonation and very dank for the NE IPA. It really surprised me with a super dry orange and mango end.,3.37
1695,Green,"Pours a hazy orange-yellow color with a thick white colored head that laces the glass a lot as it fades. Big melon aromas in the nose overpowering anything else. Big melon and citrus flavors pretty much dominate the taste. Feels lighter than it looks/is, perfect amount of carbonation. Overall pretty excellent.",4.34
1696,Green,"Canned 4/20/21.  L: Pours an opaque gold with a fluffy head that reduces to a film. Beautiful splotchy lacing.  S: Orange, pineapple, mango, cantaloupe. Juicy Fruit gum.  T: The fruit leads, followed quickly by a drying bitterness. There's no middle here, just a front and back. The juxtaposition is a bit unexpected but not at all unpleasant.  F: Typical Tree House soft mouthfeel, just outstanding.  O: An extremely enjoyable taste experience. The quick transition from Juicy Fruit to grapefruit is unique and delicious.",4.47
1697,Green,"Pours a hazy straw color, ample foamy head. Great citrus aroma mixes with a little pine. Very flavorful, slightly dank with a good dose of bitterness. Appropriate carbonation. Overall a delicious ipa, a bit too west coast for me.  4-14-21 16 oz can dated 3/30/21 4.25 rating",4.33
1698,Green,"Deep gold hazy peach juice color with clarity under rocky three fingers of white foam that receded slowly rendering a mousse-like dome; excellent cap retention to bottom of glass, heavy ring, heavy lacing. Nose is pineapple and orange. Taste follows nose with bitter orange rind, sweet tangerine/malt base. Smooth feel; medium full body; somewhat juicy; moderate minus carbonation; no tongue fatigue, no astringency, no warmth from 7.5% abv. Overall, the beer smells and tastes more tropical fruit juicy than Very Green; I’m enjoying this beer a little bit more, but not by much, and on a different day I could have swung dank. World Class.",4.63
1699,Green,Pours a hazy dirty straw color with a finger of head. The nose is citrusy. The flavor follows the nose. The bitterness on the finish is modest. There's some nice pithiness but this one is a little shy of epic.,4.14
1700,Green,"6.5 week old can poured into a Teku.  Full haze in the glass but no murk. Looks simultaneously juicy and creamy. Typical light gold coloring with some orange highlights. On initial pour there's a finger of big-bubble, soapy eggshell head with minimal retention. Splotches of cloudy lacing as I drink the first half. Pouring out the rest later (slightly warmer), the head is much creamier and holds up much longer, with similar lacing results.  Very green, grassy, citrusy, and sappy on the nose. Lots of fruit notes ranging from sweet orange to pineapple, white grape to cantaloupe. Some generic tropical fruit salad and grapefruit. Mildly weedy and dank. Some peach juice, sugared berries, and 7-Up lemon/lime make an appearance late. A familiar Juicy Fruit gum is present, as well. Very nice aroma profile, but my initial impression is that it simply doesn't stand out in the modern haze world. As the beer warms, that impression changes, as the various components grow stronger and blend together masterfully. The greenness really starts to stand out, but it is balanced well by the various fruit components, most of which lend an attractive sweet juiciness to the overall experience. Really outstanding. And I bet early on the the emergence of hazie IPAs this one was viewed as an absolute knockout.  The taste profile is shockingly dry and green. There's moderate bitterness, which for a hazie is unique but we certainly aren't talking about West Coast IPA bitterness. Quite pithy with a strong mineral note. There is almost zero residual sweetness, which for me is a negative but is clearly what they're after given the name (or perhaps the name was simply formed given the result of the beer). I like green, weedy elements in these types of beer when there is fruit (and other) sweetness to balance things out. But here the green ends up being a touch abrasive because there's simply nothing else to pay attention to. To its credit, there are still a number of fruit components to the taste profile, with orange, pineapple, grape, peach, apricot, and mango being clear enough to pick out behind the greenery. But each is extremely under-ripe and sharp with (again) almost no sweetness to it. The biggest kick comes from the strong grapefruit, which I like a lot because it naturally fits with the pithy, bitter, almost stinging overall personality. And while there are plenty of modern hazies that have sharp green taste profiles that burn and are extremely starchy and/or vegetal, this is completely different -- it's a kin to pure, squeezed, under-ripe grapefruit juice that is clean fruit and pith with no sweetness. Credit to Tree House for the naturalness of the fruit flavors, but you are almost waiting for some natural sweetness to appear and it simply never does. I am really fascinated by this beer, and I see why it is sought after and loved. It's just not what I expected (even with the name Green) and isn't really what I look for in a NE IPA. Just a touch of sweetness would take this beer to another level. As it is, I find it a little harsh, simply dominated by grassy greens and bitter grapefruit. But it is still interestingly complex, and certainly true to its name.  Soft, silky, but a little prickly from both the moderate carbonation and green taste elements. Zero alcohol heat. Incredible lingering grapefruit pith. Nice coating on the teeth and tongue without any aspect of stickiness or chewiness.",4.14
1701,Green,"A: Pours a hazy yellow color with 2 fingers of head that fades down to a nice cap that leaves good lacing  S: Huge tropical fruit up front along with some citrus and light floral notes. Pineapple and orange cream stand out  T: Follows the nose. Starts off with the huge tropical fruit notes and then brings in some citrus and floral hop notes. Again, pineapple and orange cream stand out with a hit of grapefruit. Low bitterness that slowly increases as the session lingers. Finishes with lingering citrus and tropical fruit  M: Medium bodied with moderate carbonation. Very soft  O: A great DIPA focusing on galaxy hops that is extremely easy to drink. Super tropical. Super citrus. Definitely worth checking out",4.61
1702,Green,"16oz can received as a gift from a friend. Purchased directly from the brewery. Canned on 9/22/2020 with ""Gimme the Green"" stamped on the bottom, so this is almost 3 months old.  Look: Pours a hazy golden orange color. A nice soft one-finger head with decent retention. The beer became much hazier when I swirled and poured the bottom of the can. Then it looked like unfiltered pineapple juice.  Smell: Interestingly enough, the nose on this beer is quite green. It's almost hard to pick up other notes because the vegetal and green notes are so dominant. Up front, there is a lot of stinky and rank oniony notes which are interesting yet personally not so desirable when present in such a dominant fashion. Very earthy as well. Those notes yield to some nice tropical flavors of papaya and orange on the finish, which are a bit hard to pick out because the green notes are so strong. As green as the beer seems to be, the aroma has a lingering sweet and juicy finish. There's also a lot of chalkiness in the nose, and that is probably due to the age of the beer.  Taste: This NEIPA is probably one of the more bitter ones that I have had and I'm not sure how I feel about it. I like the juicy beers to have a bitter foil to them, but I feel like this one goes beyond the use of kryptonite. I also just have to wonder how much of the intended beer I am missing because I am not tasting it at its freshest. Up front, there is a lot of tropical juicy sweetness - notes of orange juice, unripe pineapple, and papaya. The mid-palate of the beer was fine, but unremarkable and that is probably what i am missing most from the lack of freshness here. The finish is soft yet nicely pithy, green, and bittering to help balance out all the sweetness and juiciness, lingers long, and also leaves a remnant of salinity and juiciness on the palate that is quite pleasant. I feel like I experienced two versions of the same beer in this can: the first half that was mildly hazy, lighter in body, more balanced, and more enjoyable, and the second half that was super cloudy, more pillowy, bitter, chalky, and unbalanced.  Feel: Soft and pillowy. Appropriately carbonated.  Overall: My second Tree House beer. I don't think that it has been done proper justice as these NEIPAs generally don't age so well. Granted that it has been in my fridge for a while as it has been hard to find the right opportunity to enjoy it, but in my defense I must note that this was given to me by a friend when it already had close to 2 months time on it. All this being said, I think that it is still evident that it is a well-made beer; it toally just needs to be enjoyed fresher. I look forward to being able to re-review this one when I can enjoy a fresher offering. As an aside It also puzzles me as to why some hoppy beers can do just fine with a bit of age, yet other ones change so much and almost fall apart. I would love to understand this more!",4.17
1703,Green,"Canned 11/20/20. ""Green for you, green for me"" stamped on the bottom  Of the new to me beers in the mixed case I got from Tree House last week, this is the highest rated on here. Currently sitting at #56 all time. Let's see if it lives up to the hype  Pours a hazy pale orange with 3 fingers of dense soapy white head that slowly fades to a cap and leaves nice lacing  Green is probably the best descriptor for the aroma here. The hops are lush, grassy and oily, but counterbalanced by soft malt, pepper, and tropical fruit aromas of cantaloupe, pineapple, and blood orange  The hops on the front end of the taste are so bright and citrusy, huge notes of tangerine, fresh cut pine, orange, and pineapple. On the swallow, this sadly does not find the balance I was expecting. The grassy hops are dialed up, along with notes of grapefruit and pale malt. Not mind blowing, but still a solid flavor  A medium body pairs with very gentle carbonation, which works well with the hop intensity, creating a fresh and crisp drinking experience. Finishes mostly dry and a touch bitter  It's funny, this is one of the highest rated brews in the world, but I just wasn't that impressed. Is it well executed? Yeah, of course. I just think it could do more in the way of balance",4.35
1704,Green,"This is quite an amazing brew. pours a a milky orange colour. nice tight head, with serious lacing . Nose is of pineapple,mango, citrus and stone fruit. taste is the same. Mouthfeel is very smooth and silky. Hops are there too, balance is impressive. Canned on 9/22/2020 consumed 11/12/2020. Can't imagine how much better a fresh one would be.",4.74
1705,Green,"Canned 9/22/20, tasted 11/1/20. This is my least favorite of Tree House's ""flagship"" offerings. The most bitter of the bunch, compared with Haze, Sap, Julius, and Alter Ego. For some people that might be a strength, but for me, I would have liked more of a sweet and juicy backbone to balance out that bittnerness. The look is appealing, and the feel is very nice and smooth, although has less of the fluffy character that I love in a number of TH beers.",4.29
1706,Green,"Murky medium blonde forming a modest white head with good retention. Moderate carbonation. Nose is dank with pine, grapefruit, pineapple, marijuanna, cat pee. Mouthfeel is medium bodied and a bit chewy. The taste is a recap of the aroma. Firm bitterness. I had this back to back with the Haze and honestly I couldn't tell the difference even with my eyes open. The smell, flavor, mouthfeel seemed the exact same to me.",4.24
1707,Green,"Soooo smooth yet bitingly citrusicy, if that is a word,. My mouthfeel just exploded as I swirled it. Great beer and I am so glad I went to TH a few days ago and was able to purchase 12 Greens. YAY for me and a select few of my beer drinking friends.",4.71
1708,Green,"Purchased on 8/16. Tasted on 8/22. Poured nicely into a gravity pint glass. Nice milky golden color. High in carbonation, but settles into a nice foamy head. Nose of tangerine and pineapple. Galaxy hops comes shinning through! If you like galaxy hops, this is your beer!",4.05
1709,Green,"L: A glass of murky orange juice with a finger of ivory foam settling down to a wisp and a ring, an leaving thin broken lines of lace behind.  S: Tropical and citrus fruits, and ringing out above these is a sour grapefruit. The aroma is slightly soapy and the strong wet stone notes fade with the drinking.  T: Follows the nose with a prominent orange citrus, earthy tones, malt, stone, and minor hints of soap and bubblegum.  F: Smooth medium body, starts quite malty, but this seems to die off rather quickly.  O: A bit overrated IMO. This is a rather good beer, but neither as tropically fruity nor as green as I’d hoped for.",4.43
1710,Green,"LOOKS: Opaque, slightly burnt orange, with a 2 finger white foam that sticks and leaves a pretty thick lacing down the glass. Looks good. AROMA: This one canned about 3 weeks ago. I get mango, orange, peach, and even lemon quite strongly, and a bit of a tropical vibe, as well. Smells good and hoppy. TASTE: Orange, peach, and mango. Big glass of fruit juice. A bit of white bread dough. Very mild bitterness that's gone as soon as it arrives. FEEL: Smooth as silk. Slightly below average carbonation, and dry on the finish. Medium full body. OA: As the NEIPA style goes I slightly prefer Julius, but, this is very good, too. A bit stronger in the abv department, but not overall quite as tasty, to me.",4.56
1711,Green,Great beer that lives up to the hype. I honestly expected this to fall short of expectations and because it’s hard to get...I was hoping the hype train was wrong.  Right there with Heady Topper.,4.96
1712,Green,Another masterpiece from treehouse. Brilliant complex aromas of stone and tropical fruits. Super smooth and easy to drink. Taste is a little less potent than the flavor which makes it so easy going down with a little bit of spiciness that I love.,4.6
1713,Green,"Thanks to Rub_this_BBQ for this one, from a LIF, during the recent CanCans BIF. 16oz can (dated 7/8/20) poured into 14oz teku. Poured fully murky, as expected, yellow color with well over an inch of white head that had very good retention and lacing.  No malt/grain in the nose, but some pine showed through, and hints of tart citrus.  On the tongue, there was notably more bitterness than is typical for the style, and low fruit flavors.  The body was the expected light, had a bit of sharpness across the tongue, and a finish that was between dry and medium.  Drinkability was good, the bitterness kept the beer interesting throughout.  Overall, one of the better murkbombs I've had. Certainly worth trying if you see it.",3.45
1714,Green,"My 1500th rated beer. Canned 6/17. A yellow/orange cloud with a fluffy head. Smell is grassy, citrusy orange, grapefruit, pineapple, and lemon, a bit on oniony spice. Taste pops with a tangy zesty hoppy citrus juice, a dank bitter earthiness on the undercurrent. Light to medium bodied, mild alcohol presence, dry finish. Not the best Tree House I’ve had, but an excellent earthy variation on the New England style.",4.66
