index,Frequency
iremyamany,1
witness,2
tirunesh,1
playing,2
maria,2
travel,1
healthcare,1
elina,1
rough,1
necessary,2
hexagonal,1
northern,1
sophographylondon,1
fashionable,1
lack,1
crossfit,1
crystal,1
victors,2
rodneyluthaking,1
playa,1
perfect,8
congrats,3
carve,1
danger,1
scottylago,1
youtube,2
heel,3
carogarcia,1
bolivian,1
might,4
nikeid,1
challenge,12
swimwear,1
flanagan,1
callumhasegawa,1
wayne,1
dominance,2
ignore,1
shove,1
sanctuary,1
nan,0
determination,2
150,2
nico_therin,1
battle,3
eventually,1
gore,1
nitro_licious,1
join,10
dunk,1
truth,2
lipslide,1
15x,1
jessiezapo,1
troupe,1
stair,1
gs2squad,2
rack,1
debut,5
cheer,4
tree,2
run,100
counting,1
capture,14
dedication,1
touch,6
jaw,1
cortezkenny,1
shirt,1
pass,2
goals,1
uplift,2
giannas,1
larry,1
goal,21
tide,2
reign,3
snap,3
wisdom,1
sweep,1
flongala,1
eye,5
weekday,1
summer,10
dakar,2
leader,5
greeting,1
hear,8
spotlight,2
ntc,4
spain,2
reppe,2
personal,8
holder,2
york,3
stadium,3
yogafoster,1
pick,4
antidote,1
projectflysf,1
incarnation,1
member,3
colombian,1
multiple,1
warn,1
underground,1
londons,1
opponent,1
prepare,5
iconic,1
sagekotsenburg,1
worldwide,1
simona,2
110th,1
congrat,1
brazil,2
turkish,2
pattern,2
2019,1
split,2
academythe,1
landing,1
madisonkey,1
oddsmaker,1
hainan,1
gigiruef,1
raceday,1
nfl,6
improbable,1
outrun,1
cage,1
fastisfaster,7
shape,4
title,12
tocreate,1
cut,1
tennis,18
amanh,1
toward,2
beach,10
strike,2
predominantly,1
impossible,5
pretty,1
near,3
glimpse,1
pasadena,1
case,3
ventilation,1
cabin,2
contact,1
surf,2
differently,2
alexandre,2
matter,15
flat,2
may,2
education,1
stephaniemeiling,1
ten,2
blanket,2
sky,3
nbaallstar,1
bio,24
fuelstation,1
nomaybe,2
healthy,1
next,26
1982,1
goldhunter,1
nourish,1
paralympian,1
fan,3
brittany,1
beat,2
level,10
bear,7
serve,2
oka,1
follow,17
gymnastic,1
receber,1
stylist,1
parking,1
championships,2
communicate,1
demand,1
subject,1
madetoplay,1
underneath,1
island,3
involve,3
thee,2
rhijn,1
knock,1
old,9
player,31
banner,1
paul,1
nikebasketball,5
binary,1
sean_malto,1
bring,18
partnership,1
mean,21
west,4
compton,2
flamenco,2
contract,2
cest,1
leverage,1
sofast,1
result,2
list,2
role,6
noite,1
rio,5
singe,1
figure,1
serena,4
please,11
kobebryant,3
bond,1
sanity,1
defender,3
got,1
rival,1
series,7
resilience,2
shimoyamada,1
relentless,3
twice,2
demo,1
bush,1
channel,9
runday,1
onestep4red,1
breathtaking,1
victoryswim,1
willie_nel_sasc,1
gym,7
anyway,1
aimeekhoffman,1
thousand,3
director,2
marlen_esparza,1
maybe,1
performance,3
cause,3
thing,23
art,2
round,3
hwpo,1
deep,4
sun,3
stop,21
voc,3
soft,3
sister,1
significa,1
lot,8
shut,1
vibe,1
portugal,1
cold,2
middle,2
_killaadri,1
sabrina_i,3
grow,13
calvin,1
whatever,8
strip,1
cr7,2
flyknit,9
church,1
trouble,1
mardi,1
defeat,3
nom,1
georges,1
cobbler,1
duck,2
medalist,5
practice,6
bleed,1
flame,1
maya_kv,1
clay,5
intensely,1
azusa25nigo,2
women,5
dust,1
tam,2
true,8
bhm,1
realize,2
along,4
scuba,2
tour,12
basilfauchier,1
mom,1
pearl,1
televise,1
australia,3
height,5
change,41
food,2
scream,2
southern,1
nicolas,1
tough,5
spot,3
big,31
radical,2
fear,3
assistindo,1
brilliance,3
koston,1
interesting,1
form,2
represent,7
continue,22
crew,19
vasquez,2
universe,1
hike,1
higher,5
outside,2
decade,2
jones,3
niteri,1
teamnike,1
aaayu_03,1
live,17
national,9
youth,2
sterling7,1
niketraine,1
two,17
unproven,1
gearup,1
play,59
front,2
anatomically,1
nocta,1
currently,1
geoffrey,1
pay,3
elevate,1
top,17
dose,1
sailor,2
historic,3
park,4
perform,2
rivalry,1
gps,1
shallow,2
nikefuel,21
future,17
audience,2
circumstance,1
youcantstopourvoice,1
weplayreal,1
jen,1
fighter,1
injury,3
incredibly,1
rain,1
bomb,1
award,4
important,6
question,1
palsy,1
health,4
nigeria,1
entire,11
house,1
shout,1
lunarglide,5
eliseblchrd,1
hurt,1
feeling,2
period,2
palazzo,1
side,3
special,5
majorettes,1
stem,1
assistimo,1
jazz,1
resistance,1
necklace,2
straight,3
satisfied,2
professor,1
nikeplus,27
doctor,1
dubrovnik,1
stepbecause,1
usabasketball,1
tuberider,1
class,5
r10oficial,1
barbados,2
caribbean,1
footstep,1
teen,2
yomanueldiaz,1
transtephanie,1
nigeria_surfe,1
vashti,1
whistle,1
juventus,2
uniform,1
exceptional,1
need,23
kick,4
nicoleacardoza,1
diededegroot,1
check,7
oregon,6
suburb,1
mountain,6
unearth,1
struggle,3
century,2
oppose,1
exhilarate,1
election,1
alert,1
finally,1
blend,1
milestone,2
underdog,4
apply,1
red,3
getlacedup,8
danaboulos,1
doubter,2
net,2
discover,2
universal,2
narrow,1
bowerman,2
corner,4
rise,7
tomckean,1
fencer,1
gomofarah,1
racer,2
